"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
328,1.00,"NOCA",764.00,32646.00,87576.00,,"2005 North Cascades National Park Foray","Asteraceae","Agoseris glauca var. dasycephala","Agoseris","glauca","(Pursh) Raf.","var.","dasycephala","(T. & G.) Jeps.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Emily Sloane",,"8",,"8",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Purple spots on the sepals.  Scattered individuals in mineral soil.  Full sun.  Flowers yellow.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
329,2.00,"WTU",764.00,32647.00,87576.00,,"2005 North Cascades National Park Foray","Asteraceae","Agoseris glauca var. dasycephala","Agoseris","glauca","(Pursh) Raf.","var.","dasycephala","(T. & G.) Jeps.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Emily Sloane",,"8",,"8",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Purple spots on the sepals.  Scattered individuals in mineral soil.  Full sun.  Flowers yellow.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
330,1.00,"NOCA",764.00,32648.00,87579.00,,"2005 North Cascades National Park Foray","Poaceae","Festuca ovina var. brevifolia","Festuca","ovina","L.","var.","brevifolia","(R. Br.) Wats.",,,,,1.00,,,,,,,"Emily Sloane",,"9",,"9",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Caespitose bunchgrass.  Tallest 12 inches.  Rigetop culms glabrous.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
331,2.00,"WTU",764.00,32649.00,87579.00,,"2005 North Cascades National Park Foray","Poaceae","Festuca ovina var. brevifolia","Festuca","ovina","L.","var.","brevifolia","(R. Br.) Wats.",,,,,1.00,,,,,,,"Emily Sloane",,"9",,"9",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Caespitose bunchgrass.  Tallest 12 inches.  Rigetop culms glabrous.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
332,1.00,"NOCA",764.00,32650.00,87583.00,,"2005 North Cascades National Park Foray","Pteridaceae","Cheilanthes gracillima","Cheilanthes","gracillima","D.C. Eat.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 2",,"Emily Sloane",,"10",,"10",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Shaded rock crevice.  Uncommon.",,"Native","Fertile",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
333,2.00,"WTU",764.00,32651.00,87583.00,,"2005 North Cascades National Park Foray","Pteridaceae","Cheilanthes gracillima","Cheilanthes","gracillima","D.C. Eat.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 2",,"Emily Sloane",,"10",,"10",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Shaded rock crevice.  Uncommon.",,"Native","Fertile",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
334,1.00,"NOCA",764.00,32652.00,87591.00,,"2005 North Cascades National Park Foray","Brassicaceae","Draba sp.","Draba","sp.",,,,,,,,,1.00,"Marko Spasojevic",,"Aug",2005.00,"H&C","Indet. because lacks silicles.","Dorothy Wallace-Senft",,"1",,"1","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Occurs on benches.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
335,1.00,"NOCA",764.00,32653.00,87601.00,,"2005 North Cascades National Park Foray","Salicaceae","Salix arctica","Salix","arctica","Pall.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,,,"Dorothy Wallace-Senft",,"2",,"2","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Occurs on small benches among seeps and moss, partial sun.  3-4 inches tall.  Forms thick tangled mats.  Common.",,"Native","Flowering & Fruiting",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
336,2.00,"WTU",764.00,32654.00,87601.00,,"2005 North Cascades National Park Foray","Salicaceae","Salix arctica","Salix","arctica","Pall.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,,,"Dorothy Wallace-Senft",,"2",,"2","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Occurs on small benches among seeps and moss, partial sun.  3-4 inches tall.  Forms thick tangled mats.  Common.",,"Native","Flowering & Fruiting",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
337,1.00,"NOCA",764.00,32655.00,87603.00,,"2005 North Cascades National Park Foray","Polygonaceae","Oxyria digyna","Oxyria","digyna","(L.) Hill",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"3",,"3","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Scattered random in damp talus.  Sepals green, flowers red.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
338,2.00,"WTU",764.00,32656.00,87603.00,,"2005 North Cascades National Park Foray","Polygonaceae","Oxyria digyna","Oxyria","digyna","(L.) Hill",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"3",,"3","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Scattered random in damp talus.  Sepals green, flowers red.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
339,1.00,"NOCA",764.00,32657.00,87606.00,,"2005 North Cascades National Park Foray","Ranunculaceae","Ranunculus gelidus","Ranunculus","gelidus","Kar. & Kir.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 3",,"Dorothy Wallace-Senft",,"4",,"4","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Leaves green and leathery.  Flowers shiny yellow.  Common.  Close to wet talus.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
340,2.00,"WTU",764.00,32658.00,87606.00,,"2005 North Cascades National Park Foray","Ranunculaceae","Ranunculus gelidus","Ranunculus","gelidus","Kar. & Kir.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 3",,"Dorothy Wallace-Senft",,"4",,"4","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Leaves green and leathery.  Flowers shiny yellow.  Common.  Close to wet talus.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
341,1.00,"NOCA",764.00,32659.00,87609.00,,"2005 North Cascades National Park Foray","Ranunculaceae","Ranunculus gelidus","Ranunculus","gelidus","Kar. & Kir.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 3",,"Dorothy Wallace-Senft",,"5",,"5","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Occurs at the bottom of late snow melt and in wet gullys.  Petals shiny yellow.",,"Native","Flowering & Fruiting",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
342,2.00,"WTU",764.00,32660.00,87609.00,,"2005 North Cascades National Park Foray","Ranunculaceae","Ranunculus gelidus","Ranunculus","gelidus","Kar. & Kir.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 3",,"Dorothy Wallace-Senft",,"5",,"5","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Occurs at the bottom of late snow melt and in wet gullys.  Petals shiny yellow.",,"Native","Flowering & Fruiting",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
343,1.00,"NOCA",764.00,32661.00,87612.00,,"2005 North Cascades National Park Foray","Asteraceae","Senecio elmeri","Senecio","elmeri","Piper",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"6",,"6","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Dry talus slopes.  Common.  Full sun.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
344,2.00,"WTU",764.00,32662.00,87612.00,,"2005 North Cascades National Park Foray","Asteraceae","Senecio elmeri","Senecio","elmeri","Piper",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"6",,"6","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Dry talus slopes.  Common.  Full sun.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
345,1.00,"NOCA",764.00,32663.00,87614.00,,"2005 North Cascades National Park Foray","Onagraceae","Epilobium latifolium","Epilobium","latifolium","L.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"7",,"7","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Base of stems red.  Clumpy and well scattered close to water.",,"Native","Buds",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
346,2.00,"WTU",764.00,32664.00,87614.00,,"2005 North Cascades National Park Foray","Onagraceae","Epilobium latifolium","Epilobium","latifolium","L.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"7",,"7","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Base of stems red.  Clumpy and well scattered close to water.",,"Native","Buds",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
347,1.00,"NOCA",764.00,32665.00,87615.00,,"2005 North Cascades National Park Foray","Saxifragaceae","Saxifraga lyallii","Saxifraga","lyallii","Engl.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Dorothy Wallace-Senft",,"8",,"8","Steve Hahn, Emily Sloane, Peter Zika, Lindsey Hamilton, Laura Potash",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Base of cliffs on northwest side of Reynolds Peak.  Just above talus at base of seepy cliffs..",7708.00,,2350.00,,48.00,22.50,0.00,"N",120.00,34.06,0.00,"W",,,"GPS reading",10.00,680113.31,5360847.35,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Base of wet cliffs.  Very steep.  Small micro-benches with lush hanging gardens.  Vegetation very scattered.  Loose, piles of rock stacked on slopes.  Aspect: north. Slope: 20-90 degrees.","Petals white, anthers orange.  Rare.  Growing a wet mossy crack on cliff face.",,"Native","Flowering",,"{5864EB71-80CD-4EA8-944D-06EE335C0A18}",680113.30,5360847.34,"NAD83","OK","Natalya Antonova"
