"ID","Replicate Number","Herbarium Destination","NOCA Acc .","NOCA Catalog .","Label title","Family","Full Scientific Name","Genus","species","Author","Subtaxon rank","Subtaxon","Subtaxon author","Subtaxon2 rank","Subtaxon2 author","Determination Notes","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination_Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper elevation range (ft)","Elevation (meters)","Upper elevation range (meters)","Degrees Lat","Minutes Lat","Seconds Lat","Degrees Long","Minutes Long","Seconds Long","Datum","Accuracy (meters)","Source","UTM Zone","Easting","Northing","Datum_UTM","Accuracy (m)","Source_UTM","Site Description","Specimen Details","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
985,3.00,"UBC","NOCA-00832","NOCA 32047","2006 North Cascades National Park Foray","Polypodiaceae","Polypodium hesperium","Polypodium","hesperium","Maxon",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 2",,"Steve Hahn","06-",317.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Shaded overhangs on cliffs; cool temperatures; most hanging from the roof.","Native","Spores",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
986,1.00,"NOCA","NOCA-00832","NOCA 31114","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",13.00,"Sep",2006.00,"FNA",,"Dale Blum","06-",36.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Uncommon among rocks along roadside.","Native","Spores",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
987,2.00,"Stehekin","NOCA-00832","NOCA 31115","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",13.00,"Sep",2006.00,"FNA",,"Dale Blum","06-",36.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Uncommon among rocks along roadside.","Native","Spores",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
988,3.00,"WTU","NOCA-00832","NOCA 31116","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",13.00,"Sep",2006.00,"FNA",,"Dale Blum","06-",36.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Uncommon among rocks along roadside.","Native","Spores",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
989,1.00,"NOCA","NOCA-00832","NOCA 31435","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Steve Hahn","06-",210.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. Outcrops on south side of Coon Lake. One kilometer northeast of High Bridge. Stehekin River Valley.",2200.00,,670.00,,48.00,23.00,13.00,120.00,49.00,52.10,"WGS 84",8.00,"GPS Reading",10.00,660569.26,5361581.61,"WGS 84",8.00,"Calc. from Lat-Lon","Open dry rocky outcrops in open Pseudotsuga forest. With Archtostaphylos nevadensis, Calamagrostis rubescens and Stipa.","Uncommon on shaded outcrop. In clumps.","Native","Spores",,"{29D0688E-1B1A-4129-BEBB-96DEA23F6C18}",660569.26,5361581.61,"NAD83","OK","Natalya Antonova"
990,2.00,"Stehekin","NOCA-00832","NOCA 31436","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Steve Hahn","06-",210.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. Outcrops on south side of Coon Lake. One kilometer northeast of High Bridge. Stehekin River Valley.",2200.00,,670.00,,48.00,23.00,13.00,120.00,49.00,52.10,"WGS 84",8.00,"GPS Reading",10.00,660569.26,5361581.61,"WGS 84",8.00,"Calc. from Lat-Lon","Open dry rocky outcrops in open Pseudotsuga forest. With Archtostaphylos nevadensis, Calamagrostis rubescens and Stipa.","Uncommon on shaded outcrop. In clumps.","Native","Spores",,"{29D0688E-1B1A-4129-BEBB-96DEA23F6C18}",660569.26,5361581.61,"NAD83","OK","Natalya Antonova"
991,3.00,"WTU","NOCA-00832","NOCA 31437","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Steve Hahn","06-",210.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. Outcrops on south side of Coon Lake. One kilometer northeast of High Bridge. Stehekin River Valley.",2200.00,,670.00,,48.00,23.00,13.00,120.00,49.00,52.10,"WGS 84",8.00,"GPS Reading",10.00,660569.26,5361581.61,"WGS 84",8.00,"Calc. from Lat-Lon","Open dry rocky outcrops in open Pseudotsuga forest. With Archtostaphylos nevadensis, Calamagrostis rubescens and Stipa.","Uncommon on shaded outcrop. In clumps.","Native","Spores",,"{29D0688E-1B1A-4129-BEBB-96DEA23F6C18}",660569.26,5361581.61,"NAD83","OK","Natalya Antonova"
992,1.00,"NOCA","NOCA-00832","NOCA 31777","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Jennette Timmer",,406.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","In clumps in rock crevices and rocky soil.","Native","Spores",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
993,2.00,"Stehekin","NOCA-00832","NOCA 31778","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Jennette Timmer",,406.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","In clumps in rock crevices and rocky soil.","Native","Spores",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
994,3.00,"WTU","NOCA-00832","NOCA 31779","2006 North Cascades National Park Foray","Dryopteridaceae","Polystichum imbricans ssp. imbricans","Polystichum","imbricans","(DC Eaton) D. H. Wagner","ssp.","imbricans",,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Jennette Timmer",,406.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","In clumps in rock crevices and rocky soil.","Native","Spores",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
995,1.00,"NOCA","NOCA-00832","NOCA 31421","2006 North Cascades National Park Foray","Potamogetonaceae","Potamogeton natans","Potamogeton","natans","L.",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 22",,"Steve Hahn","06-",205.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. East side of Coon Lake on north side of lake outlet. One kilometer northeast of High Bridge. Stehekin River Valley.",2170.00,,661.00,,48.00,23.00,16.70,120.00,49.00,43.50,"WGS 84",8.00,"GPS Reading",10.00,660742.87,5361700.85,"WGS 84",8.00,"Calc. from Lat-Lon","Shady mature Thuja plicata flat. Moist springy duff. Understory dominated by Athyrium filix-femina.","Abundant in 1 to 2 meter deep water around lake outlet.","Native","Flowering",,"{7CD2E245-A6EA-4F5B-9607-458E0653E34D}",660742.87,5361700.85,"NAD83","OK","Natalya Antonova"
996,2.00,"Stehekin","NOCA-00832","NOCA 31422","2006 North Cascades National Park Foray","Potamogetonaceae","Potamogeton natans","Potamogeton","natans","L.",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 22",,"Steve Hahn","06-",205.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. East side of Coon Lake on north side of lake outlet. One kilometer northeast of High Bridge. Stehekin River Valley.",2170.00,,661.00,,48.00,23.00,16.70,120.00,49.00,43.50,"WGS 84",8.00,"GPS Reading",10.00,660742.87,5361700.85,"WGS 84",8.00,"Calc. from Lat-Lon","Shady mature Thuja plicata flat. Moist springy duff. Understory dominated by Athyrium filix-femina.","Abundant in 1 to 2 meter deep water around lake outlet.","Native","Flowering",,"{7CD2E245-A6EA-4F5B-9607-458E0653E34D}",660742.87,5361700.85,"NAD83","OK","Natalya Antonova"
997,3.00,"WTU","NOCA-00832","NOCA 31423","2006 North Cascades National Park Foray","Potamogetonaceae","Potamogeton natans","Potamogeton","natans","L.",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 22",,"Steve Hahn","06-",205.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. East side of Coon Lake on north side of lake outlet. One kilometer northeast of High Bridge. Stehekin River Valley.",2170.00,,661.00,,48.00,23.00,16.70,120.00,49.00,43.50,"WGS 84",8.00,"GPS Reading",10.00,660742.87,5361700.85,"WGS 84",8.00,"Calc. from Lat-Lon","Shady mature Thuja plicata flat. Moist springy duff. Understory dominated by Athyrium filix-femina.","Abundant in 1 to 2 meter deep water around lake outlet.","Native","Flowering",,"{7CD2E245-A6EA-4F5B-9607-458E0653E34D}",660742.87,5361700.85,"NAD83","OK","Natalya Antonova"
998,1.00,"NOCA","NOCA-00832","NOCA 32182","2006 North Cascades National Park Foray","Rosaceae","Potentilla flabellifolia","Potentilla","flabellifolia","Hook.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,"Flora of PNW",,"Myria Rodeman","06-",11.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Lake on southeast side of Stiletto Peak, 1 mile north of Dagger Lake.",6400.00,,1951.00,,48.00,28.67,,120.00,39.35,,"WGS 84",7.00,"GPS reading",10.00,673230.94,5372082.10,"WGS 84",7.00,"Calc. from Lat-Lon","Moist rocky meadow with perennial stream, with Phyllodoce, Cassiope, Castilleja elmeri, Castilleja parviflora, Carex, Mimulus lewisii.","Petals deep yellow; common in meadow, near stream.","Native","Flowering & Fruiting",,"{B3D72E82-4B83-48FF-8B72-A872E8A20EC2}",673230.94,5372082.10,"NAD83","OK","Natalya Antonova"
999,2.00,"WTU","NOCA-00832","NOCA 32183","2006 North Cascades National Park Foray","Rosaceae","Potentilla flabellifolia","Potentilla","flabellifolia","Hook.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,"Flora of PNW",,"Myria Rodeman","06-",11.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Lake on southeast side of Stiletto Peak, 1 mile north of Dagger Lake.",6400.00,,1951.00,,48.00,28.67,,120.00,39.35,,"WGS 84",7.00,"GPS reading",10.00,673230.94,5372082.10,"WGS 84",7.00,"Calc. from Lat-Lon","Moist rocky meadow with perennial stream, with Phyllodoce, Cassiope, Castilleja elmeri, Castilleja parviflora, Carex, Mimulus lewisii.","Petals deep yellow; common in meadow, near stream.","Native","Flowering & Fruiting",,"{B3D72E82-4B83-48FF-8B72-A872E8A20EC2}",673230.94,5372082.10,"NAD83","OK","Natalya Antonova"
1000,3.00,"UBC","NOCA-00832","NOCA 32184","2006 North Cascades National Park Foray","Rosaceae","Potentilla flabellifolia","Potentilla","flabellifolia","Hook.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,"Flora of PNW",,"Myria Rodeman","06-",11.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Lake on southeast side of Stiletto Peak, 1 mile north of Dagger Lake.",6400.00,,1951.00,,48.00,28.67,,120.00,39.35,,"WGS 84",7.00,"GPS reading",10.00,673230.94,5372082.10,"WGS 84",7.00,"Calc. from Lat-Lon","Moist rocky meadow with perennial stream, with Phyllodoce, Cassiope, Castilleja elmeri, Castilleja parviflora, Carex, Mimulus lewisii.","Petals deep yellow; common in meadow, near stream.","Native","Flowering & Fruiting",,"{B3D72E82-4B83-48FF-8B72-A872E8A20EC2}",673230.94,5372082.10,"NAD83","OK","Natalya Antonova"
1001,1.00,"NOCA","NOCA-00832","NOCA 32026","2006 North Cascades National Park Foray","Rosaceae","Potentilla fruticosa","Potentilla","fruticosa","L.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"Flora of PNW",,"Steve Hahn","06-",308.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Small shrub, up to 4 decimeters tall; flowers bright yellow; occurs in bedrock cracks; full sun.","Native","Flowering & Fruiting",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
1002,2.00,"WTU","NOCA-00832","NOCA 32027","2006 North Cascades National Park Foray","Rosaceae","Potentilla fruticosa","Potentilla","fruticosa","L.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"Flora of PNW",,"Steve Hahn","06-",308.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Small shrub, up to 4 decimeters tall; flowers bright yellow; occurs in bedrock cracks; full sun.","Native","Flowering & Fruiting",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
1003,3.00,"UBC","NOCA-00832","NOCA 32028","2006 North Cascades National Park Foray","Rosaceae","Potentilla fruticosa","Potentilla","fruticosa","L.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"Flora of PNW",,"Steve Hahn","06-",308.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Small shrub, up to 4 decimeters tall; flowers bright yellow; occurs in bedrock cracks; full sun.","Native","Flowering & Fruiting",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
1004,1.00,"NOCA","NOCA-00832","NOCA 31546","2006 North Cascades National Park Foray","Rosaceae","Potentilla glandulosa var. glandulosa","Potentilla","glandulosa","Lindl.","var.","glandulosa",,,,,"Ben Legler",5.00,"Oct",2006.00,"Flora of PNW",,"Anders Huseth","06-",30.00,,"Diane Doss, Cheryl Lowe, David Giblin",28.00,"Jun",2006.00,"USA","Washington","Chelan","North Cascades National Park. Southeast side of McGregor Mountain. West side of Coon Creek along the McGregor Mountain Trail. Stehekin Valley.",2964.00,,904.00,,48.00,23.71,,120.00,49.78,,"WGS 84",,"GPS Reading",10.00,660644.58,5362511.31,"WGS 84",,"Calc. from Lat-Lon","Aspect: 200 degrees. Slope: 5 - 25 degrees. Dry rocky outcrops intermixed with coniferous forest, dominated by Pseudotsuga menziesii and Pinus ponderosa. Dominant grasses Pseudoroegneria spicata and Calamagrostis rubescens. Exposed site with partial to full sun.","Locally common along base of rock face in seasonally moist soil. Yellow flowers.","Native","Flowering & Fruiting",,"{013AD498-D7D8-472D-AC89-91B3BC24E464}",660644.58,5362511.31,"NAD83","OK","Natalya Antonova"
1005,2.00,"Stehekin","NOCA-00832","NOCA 31547","2006 North Cascades National Park Foray","Rosaceae","Potentilla glandulosa var. glandulosa","Potentilla","glandulosa","Lindl.","var.","glandulosa",,,,,"Ben Legler",5.00,"Oct",2006.00,"Flora of PNW",,"Anders Huseth","06-",30.00,,"Diane Doss, Cheryl Lowe, David Giblin",28.00,"Jun",2006.00,"USA","Washington","Chelan","North Cascades National Park. Southeast side of McGregor Mountain. West side of Coon Creek along the McGregor Mountain Trail. Stehekin Valley.",2964.00,,904.00,,48.00,23.71,,120.00,49.78,,"WGS 84",,"GPS Reading",10.00,660644.58,5362511.31,"WGS 84",,"Calc. from Lat-Lon","Aspect: 200 degrees. Slope: 5 - 25 degrees. Dry rocky outcrops intermixed with coniferous forest, dominated by Pseudotsuga menziesii and Pinus ponderosa. Dominant grasses Pseudoroegneria spicata and Calamagrostis rubescens. Exposed site with partial to full sun.","Locally common along base of rock face in seasonally moist soil. Yellow flowers.","Native","Flowering & Fruiting",,"{013AD498-D7D8-472D-AC89-91B3BC24E464}",660644.58,5362511.31,"NAD83","OK","Natalya Antonova"
