"Cat .","Acc .","Family","Scientific Name","Common Name","Collector","Collect .","Coll Date","National Park Service","Ident By","Ident Date","Locality","Park Name","County","State","UTM Z/E/N","Elevation M","Habitat","Slope","Aspect","Substrate","Assoc Spec","Park Code","UTM_Y","UTM_X","Last_Edited","Who_Edited","Comment","ITIS_Name"
"SAJH  230547","SAJH-00081","Fabaceae","Trifolium L. microdon H. & A.","woolley  clover","Steve Hahn","922",4/25/2003 0:00:00,,"Steve Hahn",4/28/2003 0:00:00,"American Camp:  Finlayson Ridge, just south of ridgetop on steeper slope","San Juan Island National Historical Park","SAN JUAN","WA","10/500696/5367168",75,"Open prairie dominated by non-native grasses and forbs, occurs scattered patchy among Trifolium tridentatum",32,220,"mineral soil","Trifolium tridentatum/Rumex acetocella/ Poa pratensis/Pteridium aqualinum","SAJH",5367168,500696,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Trifolium microdon"
"SAJH  230548","SAJH-00081","Fabaceae","Trifolium L. microdon H. & A.","woolley  clover","Steve Hahn","923",4/25/2003 0:00:00,,"Steve Hahn",4/28/2003 0:00:00,"American Camp:  Finlayson Ridge, just south of ridgetop on steeper slope","San Juan Island National Historical Park","SAN JUAN","WA","10/500696/5367168",75,"Open prairie dominated by non-native grasses and forbs, occurs scattered patchy among Trifolium tridentatum",32,220,"mineral soil","Trifolium tridentatum/Rumex acetocella/ Poa pratensis/Pteridium aqualinum","SAJH",5367168,500696,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Trifolium microdon"
"SAJH  230549","SAJH-00081","Liliaceae","Narcissus sp.","daffodil","Steve Hahn","920",4/28/2003 0:00:00,,"Steve Hahn",4/28/2003 0:00:00,"American Camp:  Finlayson ridge trail, about 550 meters east of Jakle's lagoon parking area, along the Cattle Point road","San Juan Island National Historical Park","SAN JUAN","WA","10/500379/5367439",43,"Ridgetop meadow dominated by rhizomatous grasses, full sun",0,0,"mineral soil","Agrostis capillaris/Poa pratensis/Camassia quamash/Vicia sativa","SAJH",5367439,500379,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort",
"SAJH  230837","SAJH-00081","Liliaceae","Narcissus sp.","daffodil","Steve Hahn","921",4/28/2003 0:00:00,,"Steve Hahn",4/28/2003 0:00:00,"American Camp:  Finlayson ridge trail, about 550 meters east of Jakle's lagoon parking area, along the Cattle Point road","San Juan Island National Historical Park","SAN JUAN","WA","10/500379/5367439",43,"Ridgetop meadow dominated by rhizomatous grasses, full sun",0,0,"mineral soil","Agrostis capillaris/Poa pratensis/Camassia quamash/Vicia sativa","SAJH",5367439,500379,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort",
"SAJH  230838","SAJH-00081","Orchidaceae","Calypso bulbosa (L.) Oakes","calypso orchid","Steve Hahn","924",4/28/2003 0:00:00,,"Steve Hahn",4/28/2003 0:00:00,"American Camp:  From Jakle's lagoon travel west for about 200 meters, population is to the north in forest","San Juan Island National Historical Park","SAN JUAN","WA","10/500687/5367686",14,"Coniferous forest with a robust shrub and herb component, forest floor thick with moss and litter fall, full shade",4,22,"mineral soil","Tiarella trifoliata/Galium triflorum/Pseudotsuga menziesii/Acer glabrum/Thuja plicata","SAJH",5367686,500687,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Calypso bulbosa"
"SAJH  230839","SAJH-00081","Violaceaea","Viola adunca Sm. var. adunca","early blue violet","Steve Hahn","925",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  North of the Redoubt road, about 300 meters from the treeline","San Juan Island National Historical Park","SAN JUAN","WA","10/499219/5367838",29,"Prairie with shrub encroachment, plants occur in partial shade of shrubs and among thick tangles of grass thatch",6,42,"mineral soil","Symnphoricarpos albus/Poa pratensis Camassia quamash/Ranunculus californicus","SAJH",5367838,499219,,"",,"Viola adunca var. adunca"
"SAJH  230840","SAJH-00081","Violaceaea","Viola adunca Sm. var. adunca","early blue violet","Steve Hahn","926",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  North of the Redoubt road, about 300 meters from the treeline","San Juan Island National Historical Park","SAN JUAN","WA","10/499219/5367838",29,"Prairie with shrub encroachment, plants occur in partial shade of shrubs and among thick tangles of grass thatch",6,42,"mineral soil","Symnphoricarpos albus/Poa pratensis Camassia quamash/Ranunculus californicus","SAJH",5367838,499219,,"",,"Viola adunca var. adunca"
"SAJH  230841","SAJH-00081","Caryophyllaceae","Cerastium viscosum L.","sticky chickweed","Steve Hahn","928",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  About 300 meters from the shoreline","San Juan Island National Historical Park","SAN JUAN","WA","10/498789/5367444",24,"Open prairie dominated bh thick mats of no-native rhizomatous grasss. Full sun",4,189,"mineral soil","Cardamine pensylvanica/Vicia sativa/Poa pratensis/Holcus lanatus","SAJH",5367444,498789,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cerastium glomeratum"
"SAJH  230842","SAJH-00081","Caryophyllaceae","Cerastium viscosum L.","sticky chickweed","Steve Hahn","929",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  About 300 meters from the shoreline","San Juan Island National Historical Park","SAN JUAN","WA","10/498789/5367444",24,"Open prairie dominated bh thick mats of no-native rhizomatous grasss. Full sun",4,189,"mineral soil","Cardamine pensylvanica/Vicia sativa/Poa pratensis/Holcus lanatus","SAJH",5367444,498789,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cerastium glomeratum"
"SAJH  230843","SAJH-00081","Rosaceae","Rubus ursinus ssp. macropetalus (Dougl. ex Hook.) Taylor & MacBryde","Pacific blackberry","Steve Hahn","931",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  First cove west of South Beach parking lot, concave slope","San Juan Island National Historical Park","SAN JUAN","WA","10/498680/5367236",9,"Climbing over non-native grasses ona a large meadow just above the beach, full sun",6,168,"mineral soil","Holcus lanatus/Bromus rigidus/Salix sitchensis","SAJH",5367236,498680,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Rubus ursinus ssp. macropetalus"
"SAJH  230844","SAJH-00081","Salicaceae","Salix sitchensis Sanson","sitka willow","Steve Hahn","930",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  First cove west of South Beach parking lot, concave slope","San Juan Island National Historical Park","SAN JUAN","WA","10/498680/5367236",9,"Large thicket of Salix occupying the toe of a steep slope along beach",6,168,"mineral soil","Rubus spectabalis/Bromus rigidus/Rubus ursinus","SAJH",5367236,498680,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Salix sitchensis"
"SAJH  230845","SAJH-00081","Salicaceae","Salix sitchensis Sanson","sitka willow","Steve Hahn","932",4/29/2003 0:00:00,,"Steve Hahn",4/29/2003 0:00:00,"American Camp:  First cove west of South Beach parking lot, concave slope","San Juan Island National Historical Park","SAN JUAN","WA","10/498680/5367236",9,"Large thicket of Salix occupying the toe of a steep slope along beach",6,168,"mineral soil","Rubus spectabalis/Bromus rigidus/Rubus ursinus","SAJH",5367236,498680,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Salix sitchensis"
"SAJH  230846","SAJH-00081","Fabaceae","Medicago arabica (L.) Hudson","spotted medicago","Steve Hahn","933",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Parade grounds, Adjacent to the Blockhouse on shoreline","San Juan Island National Historical Park","SAN JUAN","WA","10/488881/5381488",2,"Just above the high tide line on a disturbed shoreline dominated by non-native grasses, full sun",38,239,"mineral soil","Bromus rigidus/Bromus sterilis/Salicornia virginica","SAJH",5381488,488881,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Medicago arabica"
"SAJH  230847","SAJH-00081","Fabaceae","Medicago arabica (L.) Hudson","spotted medicago","Steve Hahn","934",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Parade grounds, Adjacent to the Blockhouse on shoreline","San Juan Island National Historical Park","SAN JUAN","WA","10/488881/5381488",2,"Just above the high tide line on a disturbed shoreline dominated by non-native grasses, full sun",38,239,"mineral soil","Bromus rigidus/Bromus sterilis/Salicornia virginica","SAJH",5381488,488881,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Medicago arabica"
"SAJH  230848","SAJH-00081","Rosaceae","Amelanchier alnifolia Nutt. var. semiintegrifolia (Hook.) Hitchc.","western serviceberry","Steve Hahn","935",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Northern edge of Parade Grounds, along shoreline","San Juan Island National Historical Park","SAN JUAN","WA","10/488755/5381597",1,"Forming a shrub thicket, overhanging beach, full sun",15,193,"mineral soil","Holodiscus discolor/ Rosa nutkana/Berberis aqualinum","SAJH",5381597,488755,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Amelanchier alnifolia var. semiintegrifolia"
"SAJH  230849","SAJH-00081","Rosaceae","Amelanchier alnifolia Nutt. var. semiintegrifolia (Hook.) Hitchc.","western serviceberry","Steve Hahn","936",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Northern edge of Parade Grounds, along shoreline","San Juan Island National Historical Park","SAN JUAN","WA","10/488755/5381597",1,"Forming a shrub thicket, overhanging beach, full sun",15,193,"mineral soil","Holodiscus discolor/ Rosa nutkana/Berberis aqualinum","SAJH",5381597,488755,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Amelanchier alnifolia var. semiintegrifolia"
"SAJH  230850","SAJH-00081","Apiaceae","Sanicula crassicaulis Poepp. var. crassicaulis","Pacific sanicle","Steve Hahn","937",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Shoreline bluff, half way between the Parade Grounds and Bell Point","San Juan Island National Historical Park","SAN JUAN","WA","10/488544/5381634",3,"Small meadow on edge of forest above beach, full sun",1,225,"mineral soil","Bromus sterilis/Vicia sativa/Symphoricarpos albus/Plantago lanceolata","SAJH",5381634,488544,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Sanicula crassicaulis var. crassicaulis"
"SAJH  230851","SAJH-00081","Lamiaceaea","Lamium purpureum L.","red dead-nettle","Steve Hahn","938",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Dirt piles and burn pit behind the Crook House","San Juan Island National Historical Park","SAN JUAN","WA","10/489090/5381671",18,"Discarded piles of dirt and gravel, disturbed ground",5,269,"mineral soil","Cardamine pennsylvanica/Festuca pratensis/Vicia tetrasperma/Stellaria media","SAJH",5381671,489090,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Lamium purpureum"
"SAJH  230852","SAJH-00081","Lamiaceaea","Lamium purpureum L.","red dead-nettle","Steve Hahn","939",5/8/2003 0:00:00,,"Steve Hahn",5/8/2003 0:00:00,"English Camp:  Dirt piles and burn pit behind the Crook House","San Juan Island National Historical Park","SAN JUAN","WA","10/489090/5381671",18,"Discarded piles of dirt and gravel, disturbed ground",5,269,"mineral soil","Cardamine pennsylvanica/Festuca pratensis/Vicia tetrasperma/Stellaria media","SAJH",5381671,489090,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Lamium purpureum"
"SAJH  230853","SAJH-00081","Portulacaceae","Montia linearis (Dougl.) Greene","narrow-leaved montia","Steve Hahn","940",5/14/2003 0:00:00,,"Steve Hahn",5/14/2003 0:00:00,"American Camp:  Narrow meadow north of the Redoubt Road and south of the Cattle Point Road","San Juan Island National Historical Park","SAN JUAN","WA","10/499683/5367894",20,"Prairie dominated by exotic grass, plant occurs in the moss matrix between grass clumps, full sun",12,32,"mineral soil","Holcus lanatus/Poa pratensis/Myosotis discolor/Rumex acetosella","SAJH",5367894,499683,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Montia linearis"
"SAJH  230854","SAJH-00081","Portulacaceae","Montia linearis (Dougl.) Greene","narrow-leaved montia","Steve Hahn","941",5/14/2003 0:00:00,,"Steve Hahn",5/14/2003 0:00:00,"American Camp:  Narrow meadow north of the Redoubt Road and south of the Cattle Point Road","San Juan Island National Historical Park","SAN JUAN","WA","10/499683/5367894",20,"Prairie dominated by exotic grass, plant occurs in the moss matrix between grass clumps, full sun",12,32,"mineral soil","Holcus lanatus/Poa pratensis/Myosotis discolor/Rumex acetosella","SAJH",5367894,499683,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Montia linearis"
"SAJH  230855","SAJH-00081","Brassicaceae","Lepidium virginicum L. var. menziesii (DC.) Hitchc.","Menzies' pepperweed","Steve Hahn","942",5/30/2003 0:00:00,,"Steve Hahn",5/30/2003 0:00:00,"American Camp:  Rock outcrops at the western extreme of South Beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499259/5367002",4,"Exposed bedrock cliffs above beach, full sunlight, plants concentrated in cracks and microsites",33,136,"mineral soil","Rumex acetosella/Arenaria sp.","SAJH",5367002,499259,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Lepidium virginicum var. menziesii"
"SAJH  230856","SAJH-00081","Poaceae","Festuca rubra L. var. littoralis Vasey","coastal red fescue","Steve Hahn","943",5/30/2003 0:00:00,,"Steve Hahn",5/30/2003 0:00:00,"American Camp:  Coastal bluffs 100m east of Grandmas Coves","San Juan Island National Historical Park","SAN JUAN","WA","10/498272/5367185",7,"Coastal bluff above beach, exposed to severe wiind and sun",6,185,"mineral soil","Hypochaeris radicata/Poa pratensis/Circium arvensis/Grindelia integrifolia","SAJH",5367185,498272,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Festuca rubra var. littoralis"
"SAJH  230857","SAJH-00081","Poaceae","Festuca rubra L. var. littoralis Vasey","coastal red fescue","Steve Hahn","944",5/30/2003 0:00:00,,"Steve Hahn",5/30/2003 0:00:00,"American Camp:  Coastal bluffs 100m east of Grandmas Coves","San Juan Island National Historical Park","SAN JUAN","WA","10/498272/5367185",7,"Coastal bluff above beach, exposed to severe wiind and sun",6,185,"mineral soil","Hypochaeris radicata/Poa pratensis/Circium arvensis/Grindelia integrifolia","SAJH",5367185,498272,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Festuca rubra var. littoralis"
"SAJH  230858","SAJH-00081","Crassulaceae","Sedum lanceolatum Torr. var. nesioticum (Jones) Hitchc.","narrow-leaved stonecrop","Steve Hahn","945",5/30/2003 0:00:00,,"Steve Hahn",5/30/2003 0:00:00,"American Camp:  200 meters west of Grandma's Cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498021/5367351",8,"Coastal bluff 20 meters from beach, forming mats in cracks between bedrock slabs, full sunlight",40,250,"mineral soil","Grindelia integrifolia/Armeria maritima/Aira praecox/Bromus rigidus","SAJH",5367351,498021,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Sedum lanceolatum ssp. nesioticum"
"SAJH  230859","SAJH-00081","Crassulaceae","Sedum lanceolatum Torr. var. nesioticum (Jones) Hitchc.","narrow-leaved stonecrop","Steve Hahn","946",5/30/2003 0:00:00,,"Steve Hahn",5/30/2003 0:00:00,"American Camp:  200 meters west of Grandma's Cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498021/5367351",8,"Coastal bluff 20 meters from beach, forming mats in cracks between bedrock slabs, full sunlight",40,250,"mineral soil","Grindelia integrifolia/Armeria maritima/Aira praecox/Bromus rigidus","SAJH",5367351,498021,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Sedum lanceolatum ssp. nesioticum"
"SAJH  230860","SAJH-00081","Poaceae","Koeleria cristata Pers.","June-grass","Steve Hahn","947",6/25/2003 0:00:00,,"Steve Hahn",6/25/2003 0:00:00,"American Camp:  50 meters south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498700/5367800",55,"Prairie dominated by native species, full exposure to wind and sunlight",2,182,"mineral soil","Festuca roemeri/Zigadenous venenosus/Poa pratensis/Danthonia californica","SAJH",5367800,498700,,"",,"Koeleria macrantha"
"SAJH  230861","SAJH-00081","Fabaceae","Vicia americana Muhl. var. villosa","American vetch","Steve Hahn","948",6/25/2003 0:00:00,,"Steve Hahn",6/25/2003 0:00:00,"American Camp:  North of the Redoubt road about 50 meters","San Juan Island National Historical Park","SAN JUAN","WA","10/499105/5367899",38,"Prairie  dominated by native bunchgrass with small amounts of exotic vegetation, full sunlight",4,8,"mineral soil","Festuca roemeri/Zigadenous venenosus/Poa pratensis/Danthonia californica","SAJH",5367899,499105,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Vicia americana ssp. americana"
"SAJH  230862","SAJH-00081","Fabaceae","Vicia americana Muhl. var. villosa","American vetch","Steve Hahn","949",6/25/2003 0:00:00,,"Steve Hahn",6/25/2003 0:00:00,"American Camp:  North of the Redoubt road about 50 meters","San Juan Island National Historical Park","SAN JUAN","WA","10/499105/5367899",38,"Prairie  dominated by native bunchgrass with small amounts of exotic vegetation, full sunlight",4,8,"mineral soil","Festuca roemeri/Zigadenous venenosus/Poa pratensis/Danthonia californica","SAJH",5367899,499105,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Vicia americana ssp. americana"
